simulation,baseline,baseline,algo_1,algo_1
174,0.6447198625244228,0.00031258922634756694,0.6356350604700012,0.0003006402663268691
175,0.6432546073109542,0.0003107562417627845,0.6362649958337794,0.0003014257864301851
176,0.6432465804618533,0.00031129908675473807,0.6356446489293439,0.0003013285283231884
177,0.6446229595630653,0.00031162326598650384,0.6385100878308527,0.00030438379254620984
178,0.6454886331433507,0.00031230524467869736,0.6406168583011683,0.00030608205708076
179,0.6445491255206133,0.00031098382304340597,0.6396726105236682,0.000304830334162416
180,0.6442109436386992,0.0003104851033908867,0.6400428110530081,0.00030546256223431417
181,0.6446664419829815,0.00031214904714510017,0.6403465321940893,0.00030554813622581556
182,0.6456469654963989,0.00031342669891286053,0.6402639717441557,0.0003055847174257951
183,0.6450143687863865,0.0003127354497568041,0.6409380022198621,0.0003058064832525435
184,0.6438155717497672,0.00031130708673649833,0.6411681901892549,0.00030697319098584914
185,0.643271726745222,0.0003102957277868743,0.6417815061167699,0.0003076618076832667
186,0.6413818709403571,0.00030850346430008553,0.6433687459305248,0.0003087124861148683
187,0.6423431509096869,0.00030942552746359017,0.6436027120915907,0.000309753861458964
188,0.6437149298963264,0.0003105678949964284,0.6419953309744255,0.00030841397050487466
189,0.6424872627160552,0.000309666824410282,0.6430783652302219,0.00030945590920105476
190,0.6428195060803841,0.0003105141043543631,0.6426318215012359,0.00030852369424935034
191,0.6422629753545206,0.00030977641877090434,0.6413180652162156,0.00030681038233478495
192,0.6412056590407111,0.0003085159734815023,0.6400465641848201,0.00030494981562948555
193,0.6427346391593968,0.0003093842766530807,0.6405626649656151,0.0003057873342535451
194,0.641779332377247,0.0003084606200354148,0.6395390366911041,0.00030486127190023396
195,0.6430701650481334,0.0003093060645714343,0.6392193536388874,0.00030482149642135795
196,0.6447550347242591,0.00031078673410890145,0.6400879476240691,0.0003059290385064022
197,0.6442343837191093,0.00030985912730706463,0.6401337141888107,0.0003056291785091367
198,0.6427842025618395,0.00030833591611620944,0.6384492514116431,0.0003041421474062929
199,0.6416633232675647,0.00030796752023259585,0.6391453116760737,0.0003055217177061892
200,0.6514863347097836,0.000316224564530055,0.6395166441347155,0.00030258911218011706
201,0.5702919342248789,0.00023507457891605208,0.6485367897676819,0.00031427859611602446
202,0.5630688784561845,0.00024160492553422367,0.6488910959568073,0.00030667047056237714
203,0.5716840560231747,0.00024663508948354095,0.6486581838036074,0.0002998369718032585
204,0.5863285244543395,0.0002602041549492243,0.644721912761355,0.00029660001503004687
205,0.5945795893128927,0.00026326567744647874,0.6310620503519216,0.00028580609197057124
206,0.5864375724893842,0.0002569217729636702,0.6081423721286134,0.0002618066656623974
207,0.5959872075685396,0.00026520943955669153,0.619084722098586,0.0002749810930284602
208,0.5936845268828184,0.0002622316730442818,0.6299240351703432,0.0002845695575623107
209,0.5953566877572902,0.00026407313997462676,0.6387435261714426,0.00029154619693687203
210,0.6057895469103536,0.0002718535745549856,0.6273015513206928,0.00028141593153750265
211,0.616463489660335,0.00028253858216413253,0.642329064117696,0.0002962320978876614
212,0.632432548466019,0.0003001994320619893,0.6550907233437168,0.0003108456261529588
213,0.6389011138728172,0.00030646470354236325,0.6585272547515741,0.0003147693032798918
214,0.6336875515577901,0.0002981227164284319,0.6532726546583185,0.00031078344381058845
215,0.6443465347341832,0.00030749263476424673,0.6575656127112883,0.0003138910390593139
216,0.6536309219591825,0.0003159976476614038,0.6592591009436767,0.00031717807677130887
217,0.650471852931396,0.00031171691252791594,0.6574817980758165,0.00031653626125321776
218,0.652366354698668,0.00031264377072881804,0.6524691865595077,0.00031064389866018336
219,0.6514615176739491,0.00031208285079289066,0.6554674454223705,0.0003098032138869009
220,0.6556234751715998,0.000314360657119544,0.6590554839666557,0.00031399523272381577
221,0.6512106354610514,0.0003083194324517676,0.6612212812268242,0.00031666484701051005
222,0.6493804182578611,0.0003073476882308069,0.6563633293999056,0.0003124363935609923
223,0.6475705489532314,0.0003040100493585975,0.6556921350503068,0.0003109796627932497
224,0.6485301235049653,0.0003033319989737681,0.6559691220299043,0.00030863772399624957
225,0.6444686278723732,0.00030097502896963137,0.6563977664019413,0.0003105061863220856
226,0.6407962173441901,0.00029789425315849356,0.6549017330202476,0.000309584947223709
227,0.6438426354234807,0.0002999130362026244,0.6470233448098637,0.0003015995630056296
228,0.6438953969332175,0.0003002277968461423,0.6455018795981808,0.0002991813306262766
229,0.6473703767342043,0.00030376936107243466,0.639032657853587,0.0002929057490177749
230,0.6431219706654394,0.00029915508531904545,0.6376545636366193,0.0002928141347055662
231,0.6412891315287204,0.0002971880327480286,0.6358580278454338,0.0002922058807857049
232,0.6429599195649923,0.00029743448450961153,0.6424638685859112,0.0002991773958450524
233,0.6444534318539361,0.00029893069138610374,0.6439862635246696,0.00030108706388588623
234,0.6422764141996771,0.00029882337480270405,0.6450024841749699,0.00030217961950016305
235,0.6446640428417698,0.00030035232970271135,0.6387110454597216,0.00029674056681128105
236,0.6376152271313796,0.0002942153792498955,0.6372020837993988,0.00029464693754376926
237,0.6383357270458463,0.00029512133133686406,0.6362135111556391,0.0002938249554432126
238,0.6373207371215865,0.00029440821757298216,0.6368767167541503,0.00029426695229151567
239,0.6374954652621245,0.00029426437286025713,0.630370268255646,0.000288192948081319
240,0.6363581153003048,0.0002942467277285623,0.6338802192152737,0.00029210852586133355
241,0.6362507984077039,0.0002944621337636438,0.6384822887895449,0.00029654676771614214
242,0.6365395869341717,0.00029415734692965706,0.6387814182956832,0.0002964910262075258
243,0.638629571014058,0.0002975486341254315,0.6414173945857526,0.0002988108849503931
244,0.6363497348497118,0.00029572554994840197,0.6396685582995538,0.00029765025609809954
245,0.6372175315312232,0.0002961163632729752,0.6399029017775048,0.000298101061825456
246,0.636531956784258,0.00029679039172338356,0.6362613470900671,0.0002939855679731716
247,0.6375944419807992,0.0002981390419038878,0.638036731607319,0.000295303548474474
248,0.6378326025147606,0.0002981707345086502,0.6390715449211101,0.00029591302310376936
249,0.6399084850014334,0.000300504712810652,0.641657566557837,0.00029911742851665576
250,0.6363271317009518,0.00029855600384916757,0.6408382309886229,0.00029842271229127057
251,0.6378339359939977,0.0002993533000141249,0.6419138831259263,0.0002996824026845771
252,0.6354400387668093,0.00029769876008360683,0.6449296260450694,0.00030292747473862063
253,0.6368937018019303,0.0002989668603032132,0.6448552785180953,0.00030275363186420837
254,0.6387610476241485,0.000300970542267761,0.6459277954813413,0.0003025610686621852
255,0.6380483963416885,0.00030009025366289476,0.6431663973636731,0.0003007469086966833
256,0.6372487786031966,0.00029820157801454026,0.6415636991463235,0.00029932543115475857
257,0.6368506295539592,0.0002979282875760851,0.6446109273996966,0.00030104045360251425
258,0.6351713382102522,0.0002960073859542776,0.6464266755221126,0.0003032606719725922
259,0.6332655229236703,0.00029301977666917054,0.6447527230026514,0.00030214441839896214
260,0.6342405526921168,0.0002935659698450766,0.6451796078610379,0.0003034906999120123
261,0.6350077817230362,0.00029365253640786456,0.6446984219620244,0.000304404642552721
262,0.63388257828435,0.0002926018116057317,0.6445851743003568,0.0003043237770500323
263,0.636482660224752,0.00029477081965644924,0.6457821385153593,0.00030525345178154524
264,0.6367971343870887,0.0002957322669979724,0.6461515604494548,0.00030495817410789046
265,0.6373628199085771,0.00029589602379772033,0.6455998571176056,0.0003050550089188644
266,0.6370975940352435,0.00029575751923297466,0.6444449442489087,0.00030404497232238396
267,0.6350584442002795,0.0002938748160944337,0.6423996467834525,0.00030137672056814227
268,0.635917468988128,0.0002956962752676517,0.6411419184704472,0.00029952868132024314
269,0.6380380787885679,0.00029774397786509364,0.6410224109342353,0.00029877029528554283
270,0.6387492956845731,0.0002983279194077443,0.6391896229923714,0.00029746986507797266
271,0.6386004692703997,0.0002989415326277792,0.6376024186676598,0.000295373420308213
272,0.639105464538491,0.0002993674139240926,0.6371997673179324,0.00029460067716488363
273,0.640668566507002,0.00030095817188000685,0.6381033935500376,0.0002958379008391157
274,0.6417769651183611,0.0003019465161598062,0.6362303546573699,0.00029396191751774453
275,0.6424695518647139,0.00030373790762781226,0.6368031737045516,0.00029488913862976934
276,0.6447804019996382,0.0003058520542243583,0.6353807885007473,0.0002941019905616959
277,0.6456972354090558,0.00030524290552608603,0.6364151423549169,0.00029526751268964767
278,0.6454581587725534,0.0003055581130523115,0.6371060988378566,0.00029656236928522685
279,0.6466277901926633,0.0003063517113726308,0.6374321262104732,0.0002965899559408887
280,0.646617488046606,0.00030630151348159235,0.6377672641976053,0.0002965279542873511
281,0.6471676903606312,0.0003074496332467919,0.6387685823756999,0.00029765266428342094
282,0.6471848695912963,0.0003072258882858298,0.6401334019614275,0.00029860290977921217
283,0.6467937018410108,0.0003063347321555877,0.6381441768722583,0.0002971322626634605
284,0.6471449877586737,0.00030721335848824834,0.6363072464131673,0.0002957074847925361
285,0.6460858551709496,0.0003062685323054993,0.6354467632752058,0.00029450869276934766
286,0.6448756718592483,0.00030521490106580064,0.6372348744537473,0.0002960793681164096
287,0.6428304877657502,0.0003032245475620568,0.637939331542831,0.0002965444031582577
288,0.6452852249289525,0.00030613133320702747,0.6390650342432908,0.00029801159891214377
289,0.6450592268722163,0.00030602803652881694,0.6380163247334524,0.0002979683113765732
290,0.6450381640374615,0.0003063856499374122,0.6403130192729161,0.0002999216997718522
291,0.6447356499822017,0.0003061191910844939,0.6403880441112657,0.00029993990454471305
292,0.6441845017722702,0.0003056297447800975,0.6393107900619758,0.00029819821165371214
293,0.6445412486193268,0.0003058112878876251,0.6394168628750498,0.00029812294575827866
294,0.6444458754041587,0.00030626518470779985,0.6383675314973548,0.000296631415167357
295,0.6438734182824961,0.00030639694638817823,0.6382389282315024,0.0002959612981745833
296,0.6434488007250931,0.00030670331978146614,0.6386746501811347,0.0002961428709126439
297,0.6443947731936015,0.00030736525731677226,0.6365400213046886,0.0002940843571851997
298,0.6449706465856201,0.00030845719740145493,0.6365015403390994,0.00029413890434553725
299,0.6443776011283802,0.00030738131879020183,0.6349047308577025,0.00029271005040403057
300,0.5780677908360492,0.00023767063533098942,0.7116836402543102,0.0003880317134308624
301,0.6205298000641396,0.00028231805888455434,0.6338695906897378,0.00029640412848179
302,0.5534170415601289,0.00022489970158449517,0.6407899662507208,0.0003056412132716181
303,0.6008018961677783,0.0002639749216565886,0.6410835258829343,0.0003089620475150511
304,0.5930926510142729,0.00025555537139625184,0.6161527023070957,0.00029347131930857037
305,0.5882703695674588,0.0002566119665434008,0.6321962253084634,0.0003154752983124566
306,0.5885630301897578,0.00025487971998775904,0.6454021991361591,0.0003259552692261037
307,0.5923595932684257,0.00025761957777738524,0.6326917863538682,0.00031087553300178334
308,0.5882195166580582,0.00025192512488610646,0.6390498348756046,0.00031415203970917106
309,0.6103363022838456,0.0002715396742805886,0.6258432410948653,0.0002997537827659389
310,0.6084814839212486,0.0002705587018839801,0.6305156497189724,0.00030322686984523905
311,0.6055810667669181,0.0002663305590813937,0.6321814901441701,0.00029983850916518443
312,0.6055794545299416,0.0002680214250609502,0.6330756092414856,0.0002963735346259709
313,0.6060845110409071,0.00026835306426959066,0.6350359471987939,0.0003013853804757049
314,0.6094710348083348,0.00027315721196252685,0.6385508536157314,0.00030018534493862634
315,0.6104676903971127,0.0002765970906599538,0.641661369923209,0.00030578234886742203
316,0.6116762443420762,0.0002761909186733614,0.6463872123379106,0.0003082450879226938
317,0.6155027718910488,0.0002800487610188099,0.630849563473279,0.00029477441109456814
318,0.6116161843391563,0.0002773055568829866,0.6408114651014143,0.0003041974944542357
319,0.6117419900126979,0.0002768067544101107,0.6425005337289079,0.00030371919305059795
320,0.6179123656063374,0.0002828970764392422,0.6369231813502318,0.00029821248759472784
321,0.616268807487311,0.0002821358263343553,0.6363752843924995,0.00029902467690262846
322,0.6089087696759038,0.00027543648102698967,0.6357495411727722,0.00029823908394735515
323,0.6045685306984736,0.0002721500984911813,0.6401748264683107,0.0003011189702368339
324,0.601762687398261,0.0002696981481990474,0.6400457381119553,0.0002986975514553133
325,0.6026352296840827,0.0002714123521071121,0.6345190246893324,0.0002939412031299245
326,0.6083724336973425,0.00027777541310236386,0.6380218698867087,0.00029841989728010326
327,0.6053225179155753,0.000275960261474234,0.6379577500286373,0.00029697498840383933
328,0.6081337345589916,0.0002798603305867489,0.6375178389482017,0.00029591886313828225
329,0.6104766534030354,0.0002807976754623021,0.646320807233499,0.00030651470138732807
330,0.6105526792169172,0.0002797596294806844,0.6450980612000937,0.00030751543677382453
331,0.6147770922708424,0.00028507000144085905,0.646362104069044,0.00030714963826144646
332,0.6174658247920599,0.00028745362302652947,0.6426032713367785,0.00030395573281730116
333,0.6212581286061927,0.00028943134550796364,0.6407024367934919,0.00030203989250839796
334,0.6173691787517052,0.0002854156036641531,0.6385377385222917,0.00029923076304157496
335,0.6226247926479725,0.00028874921760176493,0.6360282809346844,0.0002983275799622834
336,0.620792546106062,0.00028737637990976336,0.6336355243032675,0.00029628137805696
337,0.6221519639335503,0.0002872392099338511,0.6340299719522613,0.00029588020389353757
338,0.6188042260294537,0.00028396454177636514,0.6349411096997906,0.0002965872285056704
339,0.6163218158680238,0.0002818533215624456,0.6367350782063717,0.00029799285751372926
340,0.6185521890391711,0.00028264444854063733,0.6317931501464255,0.0002939318337832607
341,0.6198337314610761,0.000284929167994132,0.6299765464471474,0.0002918336705908431
342,0.6198396815161956,0.00028571986712462355,0.6325871746694423,0.0002944907391740552
343,0.6209106351190486,0.00028578190908347444,0.6345439061218799,0.0002958795556062658
344,0.6208429431674436,0.00028529379101615177,0.6354787114775479,0.00029768506405277497
345,0.619839065398255,0.0002839070686836217,0.6339005994060288,0.0002970386949736698
346,0.6201667266585592,0.00028446112064029643,0.6324348882702432,0.00029538075217258185
347,0.6202080417828534,0.00028392821610644705,0.6332997374438882,0.00029624841577239507
348,0.6227276973683624,0.00028647594086383553,0.6326522988307612,0.00029781918134042006
349,0.6234089181223839,0.00028665759044931304,0.6281833960701598,0.0002943761498819334
350,0.623023259656206,0.0002867621551508879,0.6268181549400013,0.00029250373963866656
